"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $2.92/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0x74288a84580477931d6ee815c0bebe748e79b6544cff8f701536fc4161719df8","4768936","1619827664","2021-05-01 00:07:44","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000152778626","0.00044611358792","0.81","","","Swap Exact ETH For Tokens",""
"0xa6f709d27c2ce0f303616039c5b0091277b0d87b6940b6696dc260a9780bc818","4768943","1619827669","2021-05-01 00:07:49","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000154637483","0.00045154145036","0.81","","","Swap Exact ETH For Tokens",""
"0x7fc7c101cfc414319601690ee7cb70d87e0b81890bf6787420a240e73907b4e1","4768946","1619827672","2021-05-01 00:07:52","0xd8a053f8c1b5803a4520718ed456883c73dc8fd5","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000133836","0.00039080112","0.81","","","Swap Exact Tokens For ETH",""
"0xc0022eb8087085b30b5ba249efc82a3420203edde12bb36dbe522f3bc392338e","4768949","1619827674","2021-05-01 00:07:54","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000153077925","0.000446987541","0.81","","","Swap Exact ETH For Tokens",""
"0x943b060d0dc7184146186f78b8866f8297146481588d53ee18bf61475a469f9a","4768950","1619827675","2021-05-01 00:07:55","0x3287924e3747d1cd3a54d2d6d42df9df335bb424","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000212486","0.00062045912","0.81","","","Swap Exact Tokens For ETH",""
"0xb270afab74d7fb70add595dad28daa6cf17799821b8c53cdf1621ade1e466b3d","4768953","1619827678","2021-05-01 00:07:58","0x4e609a968abeaaf866fde46a400847a9462f5931","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000231017","0.00067456964","0.81","","","Add Liquidity",""
"0xd49e9c2f34ec102be919b1f13fba6a16b36244955e93631a67d5da5898523aa2","4768960","1619827685","2021-05-01 00:08:05","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0.001","0","0.00292","0.000189585396","0.00055358935632","0.81","","","Add Liquidity ETH",""
"0x8b90a943b5794187d4ec8473705bddd68aec47f3519a8c1e7bd6da47eab6cd0d","4768977","1619827697","2021-05-01 00:08:17","0x852a6225659a55e4cf13ee272946d4baf3614654","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.00014254","0.0004162168","0.81","","","Swap Exact Tokens For ETH",""
"0x4a58f45c173e8b77e8a1c36dcb1828b31089ab271b20967a314c4c52fca3d28a","4768985","1619827702","2021-05-01 00:08:22","0xdf7c7c18cff4c6fbb2ad1a6f4454c665600727ff","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000263367","0.00076903164","0.81","","","Add Liquidity",""
"0xf3180a3e867b9604d19cca65e3ee3133dc266af216a2707a21ecc843be78559c","4769039","1619827740","2021-05-01 00:09:00","0xf796d9658653b9e4ca1d888a7e806c7030f9d0e2","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","10","0","29.2","0.00043094","0.0012583448","0.81","","","Swap Exact ETH For Tokens",""
